GeneID:388611	CD164 molecule like 2
GeneID:154075	sterile alpha motif domain containing 3
GeneID:988	cell division cycle 5 like
GeneID:9436	natural cytotoxicity triggering receptor 2
GeneID:10973	activating signal cointegrator 1 complex subunit 3
GeneID:55005	required for meiotic nuclear division 1 homolog
GeneID:89822	potassium two pore domain channel subfamily K member 17
GeneID:9439	mediator complex subunit 23
GeneID:80863	proline rich transmembrane protein 1
GeneID:51167	cytochrome b5 reductase 4
GeneID:80864	EGF like domain multiple 8
GeneID:266977	adhesion G protein-coupled receptor F1
GeneID:9697	translocation associated membrane protein 2
GeneID:112609	melanocortin 2 receptor accessory protein 2
GeneID:3298	heat shock transcription factor 2
GeneID:6882	TATA-box binding protein associated factor 11
GeneID:10211	flotillin 1
GeneID:57827	chromosome 6 open reading frame 47
GeneID:8676	syntaxin 11
GeneID:266727	MAM domain containing glycosylphosphatidylinositol anchor 1
GeneID:135656	mucin like 3
GeneID:84456	L3MBTL histone methyl-lysine binding protein 3
GeneID:3305	heat shock protein family A (Hsp70) member 1 like
GeneID:7913	DEK proto-oncogene
GeneID:9450	lymphocyte antigen 86
GeneID:55274	PHD finger protein 10
GeneID:27115	phosphodiesterase 7B
GeneID:7916	proline rich coiled-coil 2A
GeneID:55788	LMBR1 domain containing 1
GeneID:7918	G-patch domain and ankyrin repeats 1
GeneID:4594	methylmalonyl-CoA mutase
GeneID:83699	SH3 domain binding glutamate rich protein like 2
GeneID:4340	myelin oligodendrocyte glycoprotein
GeneID:25844	Yip1 domain family member 3
GeneID:2037	erythrocyte membrane protein band 4.1 like 2
GeneID:2550	gamma-aminobutyric acid type B receptor subunit 1
GeneID:4855	notch receptor 4
GeneID:221687	ring finger protein 182
GeneID:6648	superoxide dismutase 2
GeneID:3833	kinesin family member C1
GeneID:79865	triggering receptor expressed on myeloid cells like 2
GeneID:3066	histone deacetylase 2
GeneID:7164	TPD52 like 1
GeneID:2045	EPH receptor A7
GeneID:3326	heat shock protein 90 alpha family class B member 1
GeneID:8449	DEAH-box helicase 16
GeneID:9729	KIAA0408
GeneID:51715	RAB23, member RAS oncogene family
GeneID:9477	mediator complex subunit 20
GeneID:389384	BCL2 interacting protein 5
GeneID:2569	gamma-aminobutyric acid type A receptor rho1 subunit
GeneID:9481	solute carrier family 25 member 27
GeneID:27145	filamin A interacting protein 1
GeneID:2570	gamma-aminobutyric acid type A receptor rho2 subunit
GeneID:79627	opioid growth factor receptor like 1
GeneID:1041	corneodesmosin
GeneID:51473	doublecortin domain containing 2
GeneID:254228	calcium homeostasis modulator family member 5
GeneID:2070	EYA transcriptional coactivator and phosphatase 4
GeneID:394263	mucin 21, cell surface associated
GeneID:81688	chromosome 6 open reading frame 62
GeneID:6428	serine and arginine rich splicing factor 3
GeneID:8732	RNA guanylyltransferase and 5'-phosphatase
GeneID:116254	glycoprotein integral membrane 1
GeneID:23328	SAM and SH3 domain containing 1
GeneID:117283	inositol hexakisphosphate kinase 3
GeneID:3109	major histocompatibility complex, class II, DM beta
GeneID:29993	protein kinase C and casein kinase substrate in neurons 1
GeneID:3117	major histocompatibility complex, class II, DQ alpha 1
GeneID:3118	major histocompatibility complex, class II, DQ alpha 2
GeneID:7726	tripartite motif containing 26
GeneID:5169	ectonucleotide pyrophosphatase/phosphodiesterase 3
GeneID:9521	eukaryotic translation elongation factor 1 epsilon 1
GeneID:3122	major histocompatibility complex, class II, DR alpha
GeneID:51250	mitochondrial transcription rescue factor 1
GeneID:23097	cyclin dependent kinase 19
GeneID:285755	peptidylprolyl isomerase like 6
GeneID:135228	CD109 molecule
GeneID:6204	ribosomal protein S10
GeneID:9278	zinc finger and BTB domain containing 22
GeneID:10559	solute carrier family 35 member A1
GeneID:10817	fibroblast growth factor receptor substrate 3
GeneID:60481	ELOVL fatty acid elongase 5
GeneID:64065	p53 apoptosis effector related to PMP22
GeneID:5698	proteasome 20S subunit beta 9
GeneID:11074	tripartite motif containing 31
GeneID:168002	dishevelled binding antagonist of beta catenin 2
GeneID:85315	progestin and adipoQ receptor family member 8
GeneID:5961	peripherin 2
GeneID:253769	WD repeat domain 27
GeneID:6732	SRSF protein kinase 1
GeneID:79692	zinc finger protein 322
GeneID:51534	vesicle trafficking 1
GeneID:1871	E2F transcription factor 3
GeneID:84816	reticulon 4 interacting protein 1
GeneID:23376	UFM1 specific ligase 1
GeneID:347733	tubulin beta 2B class IIb
GeneID:6745	signal sequence receptor subunit 1
GeneID:5467	peroxisome proliferator activated receptor delta
GeneID:22875	ectonucleotide pyrophosphatase/phosphodiesterase 4
GeneID:5987	tripartite motif containing 27
GeneID:6499	Ski2 like RNA helicase
GeneID:51302	cytochrome P450 family 39 subfamily A member 1
GeneID:7272	TTK protein kinase
GeneID:27242	TNF receptor superfamily member 21
GeneID:1388	activating transcription factor 6 beta
GeneID:51053	geminin DNA replication inhibitor
GeneID:11118	butyrophilin subfamily 3 member A2
GeneID:5232	phosphoglycerate kinase 2
GeneID:11120	butyrophilin subfamily 2 member A1
GeneID:23408	sirtuin 5
GeneID:401265	kelch like family member 31
GeneID:1906	endothelin 1
GeneID:84085	F-box protein 30
GeneID:2938	glutathione S-transferase alpha 1
GeneID:5754	protein tyrosine kinase 7 (inactive)
GeneID:2939	glutathione S-transferase alpha 2
GeneID:2940	glutathione S-transferase alpha 3
GeneID:256380	Scm polycomb group protein like 4
GeneID:2173	fatty acid binding protein 7
GeneID:51069	mitochondrial ribosomal protein L2
GeneID:135295	serine and arginine rich splicing factor 12
GeneID:4736	ribosomal protein L10a
GeneID:10370	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
GeneID:57221	ARFGEF family member 3
GeneID:84870	R-spondin 3
GeneID:26503	solute carrier family 17 member 5
GeneID:2697	gap junction protein alpha 1
GeneID:57226	LYR motif containing 2
GeneID:10384	butyrophilin subfamily 3 member A3
GeneID:10385	butyrophilin subfamily 2 member A2
GeneID:29074	mitochondrial ribosomal protein L18
GeneID:54676	GTP binding protein 2
GeneID:2968	general transcription factor IIH subunit 4
GeneID:53405	chloride intracellular channel 5
GeneID:81567	thioredoxin domain containing 5
GeneID:26271	F-box protein 5
GeneID:58528	Ras related GTP binding D
GeneID:56995	TUB like protein 4
GeneID:6568	solute carrier family 17 member 1
GeneID:10924	sphingomyelin phosphodiesterase acid like 3A
GeneID:83887	tubulin tyrosine ligase like 2
GeneID:177	advanced glycosylation end-product specific receptor
GeneID:2740	glucagon like peptide 1 receptor
GeneID:4277	MHC class I polypeptide-related sequence B
GeneID:5558	DNA primase subunit 2
GeneID:116150	NUS1 dehydrodolichyl diphosphate synthase subunit
GeneID:55227	leucine rich repeat containing 1
GeneID:340156	myosin light chain kinase family member 4
GeneID:81853	transmembrane protein 14B
GeneID:51645	peptidylprolyl isomerase like 1
GeneID:222658	potassium channel tetramerization domain containing 20
GeneID:54210	triggering receptor expressed on myeloid cells 1
GeneID:8899	pre-mRNA processing factor 4B
GeneID:199	allograft inflammatory factor 1
GeneID:10695	canopy FGF signaling regulator 3
GeneID:135112	nuclear receptor coactivator 7
GeneID:135114	histidine triad nucleotide binding protein 3
GeneID:7629	zinc finger protein 76
GeneID:51406	nucleolar protein 7
GeneID:57038	arginyl-tRNA synthetase 2, mitochondrial
GeneID:26575	regulator of G protein signaling 17
GeneID:64208	popeye domain containing 3
GeneID:221393	adhesion G protein-coupled receptor F4
GeneID:84946	LTV1 ribosome biogenesis factor
GeneID:2519	alpha-L-fucosidase 2
GeneID:387032	zinc finger with KRAB and SCAN domains 4
GeneID:57819	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
GeneID:140767	neurensin 1
GeneID:11231	SEC63 homolog, protein translocation regulator
GeneID:5089	PBX homeobox 2
GeneID:5603	mitogen-activated protein kinase 13
GeneID:112611	RWD domain containing 2A
GeneID:10981	RAB32, member RAS oncogene family
GeneID:51429	sorting nexin 9
GeneID:2534	FYN proto-oncogene, Src family tyrosine kinase
GeneID:5350	phospholamban
GeneID:23270	TSPY like 4
GeneID:5863	ral guanine nucleotide dissociation stimulator like 2
GeneID:51175	tubulin epsilon 1
GeneID:10475	tripartite motif containing 38
GeneID:340204	colipase like 1
GeneID:221421	radial spoke head component 9
GeneID:55278	glutaminyl-tRNA amidotransferase subunit QRSL1
GeneID:7923	hydroxysteroid 17-beta dehydrogenase 8
GeneID:6908	TATA-box binding protein
GeneID:10492	synaptotagmin binding cytoplasmic RNA interacting protein
GeneID:246269	AFG1 like ATPase
GeneID:117247	solute carrier family 16 member 10
GeneID:7936	negative elongation factor complex member E
GeneID:29964	prickle planar cell polarity protein 4
GeneID:79632	family with sequence similarity 184 member A
GeneID:221458	kinesin family member 6
GeneID:8724	sorting nexin 3
GeneID:1303	collagen type XII alpha 1 chain
GeneID:1310	collagen type XIX alpha 1 chain
GeneID:3115	major histocompatibility complex, class II, DP beta 1
GeneID:6196	ribosomal protein S6 kinase A2
GeneID:55604	capping protein regulator and myosin 1 linker 1
GeneID:51256	TBC1 domain family member 7
GeneID:8763	CD164 molecule
GeneID:3133	major histocompatibility complex, class I, E
GeneID:9277	WD repeat domain 46
GeneID:4172	minichromosome maintenance complex component 3
GeneID:5460	POU class 5 homeobox 1
GeneID:27232	glycine N-methyltransferase
GeneID:4199	malic enzyme 1
GeneID:84071	armadillo repeat containing 2
GeneID:11119	butyrophilin subfamily 3 member A1
GeneID:629	complement factor B
GeneID:7287	TUB like protein 1
GeneID:1915	eukaryotic translation elongation factor 1 alpha 1
GeneID:221322	TBC1 domain family member 32
GeneID:654	bone morphogenetic protein 6
GeneID:57231	sorting nexin 14
GeneID:6293	VPS52 subunit of GARP complex
GeneID:5272	serpin family B member 9
GeneID:2979	guanylate cyclase activator 1B
GeneID:729515	transmembrane protein 242
GeneID:84918	LDL receptor related protein 11
GeneID:717	complement C2
GeneID:55770	exocyst complex component 2
GeneID:63971	kinesin family member 13A
GeneID:3303	heat shock protein family A (Hsp70) member 1A
GeneID:3304	heat shock protein family A (Hsp70) member 1B
GeneID:5617	prolactin
GeneID:9374	palmitoyl-protein thioesterase 2
GeneID:7919	DExD-box helicase 39B
GeneID:55023	pleckstrin homology domain interacting protein
GeneID:4082	myristoylated alanine rich protein kinase C substrate
GeneID:54516	mitochondrial translational release factor 1 like
GeneID:3105	major histocompatibility complex, class I, A
GeneID:3106	major histocompatibility complex, class I, B
GeneID:1589	cytochrome P450 family 21 subfamily A member 2
GeneID:11281	POU class 6 homeobox 2
GeneID:57488	extended synaptotagmin 2
GeneID:441234	zinc finger protein 716
GeneID:5078	paired box 4
GeneID:494551	WEE1 homolog 2
GeneID:338398	taste 2 receptor member 60
GeneID:9732	dedicator of cytokinesis 4
GeneID:730130	transmembrane protein 229A
GeneID:222234	family with sequence similarity 185 member A
GeneID:100507421	transmembrane protein 178B
GeneID:28959	transmembrane protein 176B
GeneID:378925	ring finger protein 148
GeneID:5172	solute carrier family 26 member 4
GeneID:245812	canopy FGF signaling regulator 4
GeneID:55607	protein phosphatase 1 regulatory subunit 9A
GeneID:84792	family with sequence similarity 220 member A
GeneID:387129	neuropeptide S receptor 1
GeneID:100310846	ankyrin repeat domain 61
GeneID:2887	growth factor receptor bound protein 10
GeneID:84310	chromosome 7 open reading frame 50
GeneID:7516	X-ray repair cross complementing 2
GeneID:142685	ankyrin repeat and SOCS box containing 15
GeneID:30816	endogenous retrovirus group W member 1, envelope
GeneID:261729	STEAP2 metalloreductase
GeneID:5218	cyclin dependent kinase 14
GeneID:57189	DENN domain containing 11
GeneID:7784	zona pellucida glycoprotein 3
GeneID:1644	dopa decarboxylase
GeneID:23148	NAC alpha domain containing
GeneID:3955	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
GeneID:389493	nuclear protein 2, transcriptional regulator
GeneID:5243	ATP binding cassette subfamily B member 1
GeneID:155006	transmembrane protein 213
GeneID:8321	frizzled class receptor 1
GeneID:115330	G protein-coupled receptor 146
GeneID:83590	transmembrane and ubiquitin like domain containing 1
GeneID:221830	TWIST neighbor
GeneID:54664	transmembrane protein 106B
GeneID:392843	IQ motif containing with AAA domain 1 like
GeneID:100289678	zinc finger family member 783
GeneID:54674	leucine rich repeat neuronal 3
GeneID:136853	scavenger receptor cysteine rich family member with 4 domains
GeneID:1687	gasdermin E
GeneID:3486	insulin like growth factor binding protein 3
GeneID:202915	transmembrane protein 184A
GeneID:140453	mucin 17, cell surface associated
GeneID:5294	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
GeneID:647087	short transmembrane mitochondrial protein 1
GeneID:64434	nucleolar protein with MIF4G domain 1
GeneID:136371	ankyrin repeat and SOCS box containing 10
GeneID:51384	Wnt family member 16
GeneID:392636	alkylglycerol monooxygenase
GeneID:100506049	leucine rich repeat containing 72
GeneID:54467	ankyrin repeat and IBR domain containing 1
GeneID:5575	protein kinase cAMP-dependent type I regulatory subunit beta
GeneID:51657	serine/threonine/tyrosine interacting like 1
GeneID:100131017	zinc finger protein 316
GeneID:441294	CTAGE family member 15
GeneID:65999	leucine rich repeat containing 61
GeneID:100130771	EF-hand calcium binding domain 10
GeneID:256979	Sad1 and UNC84 domain containing 3
GeneID:6100	RP9 pre-mRNA splicing factor
GeneID:80853	lysine demethylase 7A
GeneID:259285	taste 2 receptor member 39
GeneID:8662	eukaryotic translation initiation factor 3 subunit B
GeneID:259286	taste 2 receptor member 40
GeneID:259287	taste 2 receptor member 41
GeneID:115416	mitochondrial assembly of ribosomal large subunit 1
GeneID:57057	T-box transcription factor 20
GeneID:4584	mucin 3A, cell surface associated
GeneID:100316904	Sin3A associated protein 25
GeneID:221937	forkhead box K1
GeneID:168433	ring finger protein 133
GeneID:401397	small integral membrane protein 30
GeneID:84725	pleckstrin homology domain containing A8
GeneID:155382	VPS37D subunit of ESCRT-I
GeneID:100287482	small lysine rich protein 1
GeneID:135932	transmembrane protein 139
GeneID:8701	dynein axonemal heavy chain 11
GeneID:401409	RAB19, member RAS oncogene family
GeneID:23553	hyaluronidase 4
GeneID:168451	THAP domain containing 5
GeneID:64005	myosin IG
GeneID:8454	cullin 1
GeneID:55303	GTPase, IMAP family member 4
GeneID:10248	POP7 homolog, ribonuclease P/MRP subunit
GeneID:29960	mitochondrial rRNA methyltransferase 2
GeneID:22798	laminin subunit beta 4
GeneID:90639	cytochrome c oxidase assembly factor COX19
GeneID:222223	KIAA1324 like
GeneID:27153	zinc finger protein 777
GeneID:1811	solute carrier family 26 member 3
GeneID:9747	TRPM8 channel associated factor 1
GeneID:4885	neuronal pentraxin 2
GeneID:222229	leucine rich repeats and WD repeat domain containing 1
GeneID:83992	cortactin binding protein 2
GeneID:100134938	uroplakin 3B like 1
GeneID:10268	receptor activity modifying protein 3
GeneID:54556	inhibitor of growth family member 3
GeneID:2845	G protein-coupled receptor 22
GeneID:221981	thrombospondin type 1 domain containing 7A
GeneID:136991	ankyrin repeat, SAM and basic leucine zipper domain containing 1
GeneID:7455	zonadhesin (gene/pseudogene)
GeneID:84255	solute carrier family 37 member 3
GeneID:136227	collagen type XXVI alpha 1 chain
GeneID:2852	G protein-coupled estrogen receptor 1
GeneID:340260	UNC homeobox
GeneID:7205	thyroid hormone receptor interactor 6
GeneID:285989	zinc finger protein 789
GeneID:7462	linker for activation of T cells family member 2
GeneID:57639	coiled-coil domain containing 146
GeneID:9512	peptidase, mitochondrial processing beta subunit
GeneID:23080	AVL9 cell migration associated
GeneID:29992	paired immunoglobin like type 2 receptor alpha
GeneID:28969	basic leucine zipper and W2 domains 2
GeneID:340267	collagen type XXVIII alpha 1 chain
GeneID:155435	RNA binding motif protein 33
GeneID:5420	podocalyxin like
GeneID:26157	GTPase, IMAP family member 2
GeneID:9263	serine/threonine kinase 17a
GeneID:11055	zona pellucida binding protein
GeneID:29999	fascin actin-bundling protein 3
GeneID:7472	Wnt family member 2
GeneID:23601	C-type lectin domain containing 5A
